run_id,seed,split,epoch,device_id,device_type,key_update_age,performed_key_update,session_duration_sec,sync_frequency,message_count_sent,network_type,network_ip,location_country,active_timezone,is_vpn,ip_changed,tz_changed,ground_truth_label
0,42,train,7,user0_silent_tablet,linked,7,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,8,user0_phone,primary,0,True,12.02,1.09,2,WiFi,172.16.23.59,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,8,user0_laptop,linked,0,True,15.98,1.26,0,WiFi,172.16.23.97,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,8,user0_silent_tablet,linked,8,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,9,user0_phone,primary,1,False,197.13,3.8,14,WiFi,172.16.23.59,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,9,user0_laptop,linked,1,False,114.05,3.31,16,WiFi,172.16.23.126,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,9,user0_silent_tablet,linked,9,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,10,user0_phone,primary,0,True,136.02,3.63,7,Cellular,172.16.23.173,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,10,user0_laptop,linked,0,True,195.35,3.81,13,WiFi,172.16.23.183,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,10,user0_silent_tablet,linked,10,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,10,user0_rogue_terminal,linked,0,False,270.97,7.96,19,Cellular,198.51.100.64,United States,America/Chicago,0.0,1.0,1.0,1
0,42,train,11,user0_phone,primary,1,False,131.64,5.45,5,Cellular,172.16.23.173,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,11,user0_laptop,linked,1,False,115.65,3.67,9,WiFi,172.16.23.183,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,11,user0_silent_tablet,linked,11,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,11,user0_rogue_terminal,linked,1,False,78.81,6.5,10,WiFi,198.51.100.64,United States,America/Chicago,0.0,0.0,0.0,1
0,42,train,12,user0_phone,primary,0,True,181.0,5.01,11,Cellular,172.16.23.2,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,12,user0_laptop,linked,2,False,99.12,4.0,7,Cellular,172.16.23.57,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,12,user0_silent_tablet,linked,12,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,12,user0_rogue_terminal,linked,0,True,259.19,9.28,11,Cellular,198.51.100.174,United States,America/Chicago,0.0,1.0,0.0,1
0,42,train,13,user0_phone,primary,1,False,145.24,4.76,26,Cellular,172.16.23.2,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,13,user0_laptop,linked,0,True,89.35,2.81,18,Cellular,172.16.23.103,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,13,user0_silent_tablet,linked,13,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,13,user0_rogue_terminal,linked,1,False,177.13,8.25,24,Cellular,198.51.100.19,United States,America/Chicago,0.0,1.0,0.0,1
0,42,train,14,user0_phone,primary,2,False,116.39,3.74,11,Cellular,172.16.23.2,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,14,user0_laptop,linked,1,False,143.59,4.81,11,Cellular,172.16.23.103,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,14,user0_silent_tablet,linked,14,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,14,user0_rogue_terminal,linked,0,True,147.11,10.68,20,Cellular,198.51.100.19,United States,America/Chicago,0.0,0.0,0.0,1
0,42,train,15,user0_phone,primary,0,True,76.83,2.92,10,Cellular,172.16.23.2,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,15,user0_laptop,linked,0,True,128.66,2.69,15,Cellular,172.16.23.39,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,15,user0_silent_tablet,linked,15,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,15,user0_rogue_terminal,linked,1,False,101.83,5.83,10,WiFi,203.0.113.106,United States,America/New_York,0.0,1.0,1.0,1
0,42,train,16,user0_phone,primary,1,False,152.36,3.35,13,Cellular,172.16.23.2,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,16,user0_laptop,linked,1,False,103.72,3.14,12,Cellular,172.16.23.39,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,16,user0_silent_tablet,linked,16,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,16,user0_rogue_terminal,linked,0,True,171.86,10.28,10,Cellular,203.0.113.106,United States,America/New_York,0.0,0.0,0.0,1
0,42,train,17,user0_phone,primary,0,True,101.31,2.86,2,Cellular,172.16.23.2,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,17,user0_laptop,linked,0,True,94.07,4.98,8,Cellular,172.16.23.203,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,17,user0_silent_tablet,linked,17,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,17,user0_rogue_terminal,linked,1,False,215.38,10.74,21,WiFi,203.0.113.190,United States,America/New_York,0.0,1.0,0.0,1
0,42,train,18,user0_phone,primary,1,False,74.43,4.23,15,Cellular,172.16.23.2,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,18,user0_laptop,linked,1,False,100.73,3.26,17,Cellular,172.16.23.51,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,18,user0_silent_tablet,linked,18,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,18,user0_rogue_terminal,linked,0,True,250.01,8.24,19,Cellular,198.51.100.121,United States,America/Chicago,0.0,1.0,1.0,1
0,42,train,19,user0_phone,primary,2,False,170.52,4.28,10,Cellular,172.16.23.2,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,19,user0_laptop,linked,2,False,115.15,3.9,27,Cellular,172.16.23.8,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,19,user0_silent_tablet,linked,19,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,19,user0_rogue_terminal,linked,1,False,105.97,4.84,4,Cellular,198.51.100.3,United States,America/Chicago,0.0,1.0,0.0,1
0,42,train,20,user0_phone,primary,0,True,83.12,6.87,10,Cellular,172.16.23.2,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,20,user0_laptop,linked,0,True,173.55,6.1,9,Cellular,172.16.23.254,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,20,user0_silent_tablet,linked,20,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,20,user0_rogue_terminal,linked,0,True,112.72,6.1,6,WiFi,203.0.113.217,United States,America/New_York,0.0,1.0,1.0,1
0,42,train,21,user0_phone,primary,1,False,147.17,4.47,20,Cellular,172.16.23.2,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,21,user0_laptop,linked,1,False,144.01,4.53,17,Cellular,172.16.23.56,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,21,user0_silent_tablet,linked,21,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,21,user0_rogue_terminal,linked,1,False,104.23,6.18,2,WiFi,203.0.113.78,United States,America/New_York,0.0,1.0,0.0,1
0,42,train,22,user0_phone,primary,0,True,144.21,4.19,12,Cellular,172.16.23.2,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,22,user0_laptop,linked,2,False,149.33,3.37,14,WiFi,172.16.23.23,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,22,user0_silent_tablet,linked,22,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,22,user0_rogue_terminal,linked,0,True,159.29,8.43,18,WiFi,203.0.113.78,United States,America/New_York,0.0,0.0,0.0,1
0,42,train,23,user0_phone,primary,1,False,122.2,3.97,12,WiFi,172.16.23.201,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,23,user0_laptop,linked,0,True,125.87,4.91,8,Cellular,172.16.23.146,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,23,user0_silent_tablet,linked,23,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,23,user0_rogue_terminal,linked,1,False,131.29,8.5,10,VPN,185.220.101.8,Netherlands,Europe/Amsterdam,1.0,1.0,1.0,1
0,42,train,24,user0_phone,primary,0,True,4.69,0.99,0,WiFi,172.16.23.201,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,24,user0_laptop,linked,1,False,12.35,1.02,2,WiFi,172.16.23.253,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,24,user0_silent_tablet,linked,24,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,24,user0_rogue_terminal,linked,0,True,194.18,5.31,6,WiFi,203.0.113.212,United States,America/New_York,0.0,1.0,1.0,1
0,42,train,25,user0_phone,primary,1,False,20.1,1.31,1,WiFi,172.16.23.201,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,25,user0_laptop,linked,2,False,11.71,0.9,0,WiFi,172.16.23.253,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,25,user0_silent_tablet,linked,25,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,25,user0_rogue_terminal,linked,1,False,170.41,6.1,15,Cellular,203.0.113.212,United States,America/New_York,0.0,0.0,0.0,1
0,42,train,26,user0_phone,primary,0,True,4.38,1.0,2,WiFi,172.16.23.201,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,26,user0_laptop,linked,0,True,15.79,1.34,1,WiFi,172.16.23.144,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,26,user0_silent_tablet,linked,26,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,26,user0_rogue_terminal,linked,0,True,122.1,8.57,9,Cellular,203.0.113.212,United States,America/New_York,0.0,0.0,0.0,1
0,42,train,27,user0_phone,primary,1,False,6.04,1.04,0,WiFi,172.16.23.201,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,27,user0_laptop,linked,1,False,0.0,1.07,0,WiFi,172.16.23.192,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,27,user0_silent_tablet,linked,27,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,27,user0_rogue_terminal,linked,1,False,186.65,6.24,18,Cellular,198.51.100.74,United States,America/Chicago,0.0,1.0,1.0,1
0,42,train,28,user0_phone,primary,0,True,17.18,0.88,1,WiFi,172.16.23.201,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,28,user0_laptop,linked,2,False,4.42,0.97,1,WiFi,172.16.23.192,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,28,user0_silent_tablet,linked,28,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,28,user0_rogue_terminal,linked,0,True,172.1,9.23,7,Cellular,198.51.100.20,United States,America/Chicago,0.0,1.0,0.0,1
0,42,train,29,user0_phone,primary,1,False,1.4,0.97,1,WiFi,172.16.23.144,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,29,user0_laptop,linked,0,True,23.52,1.01,0,WiFi,172.16.23.152,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,29,user0_silent_tablet,linked,29,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,29,user0_rogue_terminal,linked,1,False,137.01,9.26,9,VPN,198.51.100.20,Netherlands,America/Chicago,1.0,0.0,0.0,1
0,42,train,30,user0_phone,primary,0,True,22.01,1.07,0,WiFi,172.16.23.144,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,30,user0_laptop,linked,1,False,4.6,1.21,0,WiFi,172.16.23.204,United States,America/New_York,0.0,1.0,0.0,0
0,42,train,30,user0_silent_tablet,linked,30,False,0.0,0.0,0,WiFi,192.168.1.50,United States,America/New_York,0.0,0.0,0.0,0
0,42,train,30,user0_rogue_terminal,linked,0,True,194.19,7.45,10,WiFi,198.51.100.20,United States,America/Chicago,0.0,0.0,0.0,1
1,43,train,1,user0_phone,primary,1,False,0.0,1.21,1,VPN,198.51.100.180,United States,America/New_York,1.0,0.0,0.0,0
1,43,train,1,user0_laptop,linked,1,False,22.54,1.2,2,Cellular,172.16.23.161,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,1,user0_travel_tablet,linked,1,False,95.92,4.17,7,Cellular,172.16.23.47,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,2,user0_phone,primary,2,False,13.91,0.98,1,VPN,198.51.100.180,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,2,user0_laptop,linked,2,False,27.37,0.9,1,VPN,198.51.100.229,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,2,user0_travel_tablet,linked,2,False,57.96,4.43,3,WiFi,172.16.23.26,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,3,user0_phone,primary,0,True,17.91,1.17,1,VPN,198.51.100.180,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,3,user0_laptop,linked,0,True,29.73,1.01,2,VPN,198.51.100.250,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,3,user0_travel_tablet,linked,3,False,96.1,1.97,6,Cellular,172.16.23.12,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,4,user0_phone,primary,1,False,11.15,1.07,0,VPN,198.51.100.180,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,4,user0_laptop,linked,1,False,19.83,1.43,0,VPN,198.51.100.233,United States,America/New_York,1.0,1.0,0.0,0
1,43,train,4,user0_travel_tablet,linked,0,True,49.77,3.14,10,Cellular,172.16.23.32,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,5,user0_phone,primary,2,False,18.75,0.86,1,VPN,198.51.100.180,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,5,user0_laptop,linked,0,True,10.69,0.88,0,VPN,198.51.100.206,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,5,user0_travel_tablet,linked,1,False,78.7,3.46,6,WiFi,172.16.23.182,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,6,user0_phone,primary,0,True,14.96,0.75,0,WiFi,172.16.23.119,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,6,user0_laptop,linked,1,False,14.55,0.92,1,VPN,198.51.100.206,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,6,user0_travel_tablet,linked,2,False,105.52,4.32,3,WiFi,172.16.23.3,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,7,user0_phone,primary,1,False,20.78,1.25,1,WiFi,172.16.23.119,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,7,user0_laptop,linked,0,True,0.0,0.95,0,VPN,198.51.100.70,United States,America/New_York,1.0,1.0,0.0,0
1,43,train,7,user0_travel_tablet,linked,0,True,94.49,3.41,8,Cellular,172.16.23.38,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,8,user0_phone,primary,0,True,13.77,0.79,1,WiFi,172.16.23.119,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,8,user0_laptop,linked,1,False,16.52,1.06,0,WiFi,172.16.23.134,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,8,user0_travel_tablet,linked,1,False,46.7,4.37,7,VPN,82.102.15.187,Germany,Europe/Berlin,1.0,1.0,1.0,0
1,43,train,9,user0_phone,primary,1,False,108.52,2.98,12,WiFi,172.16.23.158,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,9,user0_laptop,linked,0,True,148.37,3.45,20,WiFi,172.16.23.37,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,9,user0_travel_tablet,linked,2,False,65.35,3.81,3,WiFi,82.102.15.216,Germany,Europe/Berlin,0.0,1.0,0.0,0
1,43,train,10,user0_phone,primary,0,True,186.28,3.87,25,WiFi,172.16.23.158,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,10,user0_laptop,linked,1,False,100.63,10.46,15,WiFi,172.16.23.234,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,10,user0_travel_tablet,linked,3,False,139.34,5.39,4,VPN,82.102.15.94,Germany,Europe/Berlin,1.0,1.0,0.0,0
1,43,train,10,user0_mimic_client,linked,0,False,120.11,2.29,11,VPN,185.220.101.98,Netherlands,Europe/Amsterdam,1.0,1.0,0.0,1
1,43,train,11,user0_phone,primary,1,False,123.13,4.34,18,WiFi,172.16.23.158,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,11,user0_laptop,linked,0,True,137.95,3.46,13,WiFi,172.16.23.141,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,11,user0_travel_tablet,linked,0,True,96.72,3.36,4,VPN,82.102.15.215,Germany,Europe/Berlin,1.0,1.0,0.0,0
1,43,train,11,user0_mimic_client,linked,1,False,156.97,3.8,27,VPN,185.220.101.58,Netherlands,Europe/Amsterdam,1.0,1.0,0.0,1
1,43,train,12,user0_phone,primary,2,False,139.13,2.93,24,WiFi,172.16.23.158,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,12,user0_laptop,linked,1,False,72.61,4.73,13,WiFi,172.16.23.103,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,12,user0_travel_tablet,linked,1,False,107.35,2.39,2,VPN,82.102.15.219,Germany,Europe/Berlin,1.0,1.0,0.0,0
1,43,train,12,user0_mimic_client,linked,2,False,142.62,5.16,18,VPN,185.220.101.211,Netherlands,Europe/Amsterdam,1.0,1.0,0.0,1
1,43,train,13,user0_phone,primary,0,True,133.48,3.33,17,WiFi,172.16.23.158,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,13,user0_laptop,linked,2,False,122.1,3.75,15,WiFi,172.16.23.129,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,13,user0_travel_tablet,linked,2,False,31.43,1.81,7,VPN,82.102.15.20,Germany,Europe/Berlin,1.0,1.0,0.0,0
1,43,train,13,user0_mimic_client,linked,0,True,142.45,2.14,22,VPN,185.220.101.132,Netherlands,Europe/Amsterdam,1.0,1.0,0.0,1
1,43,train,14,user0_phone,primary,1,False,123.41,4.06,11,WiFi,172.16.23.158,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,14,user0_laptop,linked,0,True,110.05,4.48,15,VPN,198.51.100.71,United States,America/New_York,1.0,1.0,0.0,0
1,43,train,14,user0_travel_tablet,linked,0,True,120.17,2.96,6,WiFi,82.102.15.195,Germany,Europe/Berlin,0.0,1.0,0.0,0
1,43,train,14,user0_mimic_client,linked,1,False,137.68,2.99,14,VPN,185.220.101.30,Netherlands,Europe/Amsterdam,1.0,1.0,0.0,1
1,43,train,15,user0_phone,primary,0,True,166.6,4.1,12,WiFi,172.16.23.158,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,15,user0_laptop,linked,1,False,117.37,5.11,7,WiFi,172.16.23.245,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,15,user0_travel_tablet,linked,1,False,135.9,0.7,11,WiFi,82.102.15.201,Germany,Europe/Berlin,0.0,1.0,0.0,0
1,43,train,15,user0_mimic_client,linked,0,True,130.84,3.76,9,VPN,185.220.101.134,Netherlands,Europe/Amsterdam,1.0,1.0,0.0,1
1,43,train,16,user0_phone,primary,1,False,150.34,5.24,12,WiFi,172.16.23.158,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,16,user0_laptop,linked,2,False,108.8,3.4,13,VPN,198.51.100.184,United States,America/New_York,1.0,1.0,0.0,0
1,43,train,16,user0_travel_tablet,linked,2,False,63.76,3.86,7,WiFi,172.16.23.176,United States,America/New_York,0.0,1.0,1.0,0
1,43,train,16,user0_mimic_client,linked,1,False,146.61,3.19,11,VPN,185.220.101.141,Netherlands,Europe/Amsterdam,1.0,1.0,0.0,1
1,43,train,17,user0_phone,primary,0,True,85.05,3.55,17,WiFi,172.16.23.158,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,17,user0_laptop,linked,0,True,130.15,2.91,11,WiFi,172.16.23.126,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,17,user0_travel_tablet,linked,3,False,43.87,4.71,11,Cellular,172.16.23.82,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,17,user0_mimic_client,linked,2,False,163.91,4.91,14,VPN,185.220.101.115,Netherlands,Europe/Amsterdam,1.0,1.0,0.0,1
1,43,train,18,user0_phone,primary,1,False,162.0,6.72,13,WiFi,172.16.23.158,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,18,user0_laptop,linked,1,False,91.77,4.14,19,WiFi,172.16.23.23,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,18,user0_travel_tablet,linked,0,True,124.07,3.19,8,Cellular,172.16.23.56,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,18,user0_mimic_client,linked,0,True,56.98,4.26,15,VPN,185.220.101.33,Netherlands,Europe/Amsterdam,1.0,1.0,0.0,1
1,43,train,19,user0_phone,primary,0,True,201.84,3.99,5,WiFi,172.16.23.158,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,19,user0_laptop,linked,0,True,73.1,4.9,6,WiFi,172.16.23.203,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,19,user0_travel_tablet,linked,1,False,84.63,4.59,9,WiFi,172.16.23.113,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,19,user0_mimic_client,linked,1,False,177.4,7.48,14,VPN,185.220.101.230,Netherlands,Europe/Amsterdam,1.0,1.0,0.0,1
1,43,train,20,user0_phone,primary,1,False,65.42,4.12,14,WiFi,172.16.23.158,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,20,user0_laptop,linked,1,False,123.25,4.46,15,WiFi,172.16.23.118,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,20,user0_travel_tablet,linked,2,False,104.03,1.43,6,WiFi,172.16.23.32,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,20,user0_mimic_client,linked,0,True,215.66,4.49,4,VPN,185.220.101.207,Netherlands,Europe/Amsterdam,1.0,1.0,0.0,1
1,43,train,21,user0_phone,primary,2,False,202.71,3.59,4,WiFi,172.16.23.158,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,21,user0_laptop,linked,2,False,107.6,3.03,16,WiFi,172.16.23.139,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,21,user0_travel_tablet,linked,0,True,57.49,0.5,4,WiFi,172.16.23.8,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,21,user0_mimic_client,linked,1,False,62.77,3.55,17,VPN,185.220.101.40,Netherlands,Europe/Amsterdam,1.0,1.0,0.0,1
1,43,train,22,user0_phone,primary,0,True,102.01,3.33,21,WiFi,172.16.23.158,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,22,user0_laptop,linked,0,True,127.92,3.57,23,WiFi,172.16.23.96,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,22,user0_travel_tablet,linked,1,False,64.43,1.58,5,WiFi,172.16.23.69,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,22,user0_mimic_client,linked,0,True,226.34,2.65,3,VPN,185.220.101.157,Netherlands,Europe/Amsterdam,1.0,1.0,0.0,1
1,43,train,23,user0_phone,primary,1,False,146.19,3.99,27,WiFi,172.16.23.158,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,23,user0_laptop,linked,1,False,126.24,5.01,15,WiFi,172.16.23.182,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,23,user0_travel_tablet,linked,2,False,101.84,2.65,7,WiFi,172.16.23.120,United States,America/New_York,0.0,1.0,0.0,0
1,43,train,23,user0_mimic_client,linked,1,False,116.75,3.51,23,VPN,185.220.101.203,Netherlands,Europe/Amsterdam,1.0,1.0,0.0,1
1,43,train,24,user0_phone,primary,0,True,24.99,1.25,2,WiFi,172.16.23.158,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,24,user0_laptop,linked,2,False,8.46,1.33,2,WiFi,172.16.23.182,United States,America/New_York,0.0,0.0,0.0,0
1,43,train,24,user0_travel_tablet,linked,0,True,112.65,2.47,4,Cellular,82.102.15.80,Germany,Europe/Berlin,0.0,1.0,1.0,0
