Epoch,DeviceID,Type,HMM_State,AnomalyScore,BehavioralTrust,TrustScore,GraphRisk,FinalRisk,Triggered,TriggerReason,Quarantined,DetectionEpoch
21,user_0_laptop_1,linked,Normal,0.0,1.0,0.9944,0.018,0.5601,False,Device is trust-compliant.,False,
22,user_0_laptop_1,linked,Normal,0.0,1.0,0.9966,0.018,0.5596,False,Device is trust-compliant.,False,
23,user_0_laptop_1,linked,Normal,0.0,1.0,0.998,0.018,0.5592,False,Device is trust-compliant.,False,
24,user_0_laptop_1,linked,Normal,0.0,1.0,0.9838,0.018,0.5627,False,Device is trust-compliant.,False,
25,user_0_laptop_1,linked,Normal,0.0,1.0,0.9903,0.018,0.5611,False,Device is trust-compliant.,False,
26,user_0_laptop_1,linked,Idle,0.0,1.0,0.9792,0.018,0.5638,False,Device is trust-compliant.,False,
27,user_0_laptop_1,linked,Idle,0.0,1.0,0.9725,0.018,0.5655,False,Device is trust-compliant.,False,
28,user_0_laptop_1,linked,Normal,0.0,1.0,0.9685,0.018,0.5665,False,Device is trust-compliant.,False,
29,user_0_laptop_1,linked,Idle,0.0,1.0,0.9661,0.018,0.5671,False,Device is trust-compliant.,False,
30,user_0_laptop_1,linked,Idle,0.0,1.0,0.9647,0.018,0.5674,False,Device is trust-compliant.,False,
31,user_0_laptop_1,linked,Normal,0.0,1.0,0.9788,0.018,0.5639,False,Device is trust-compliant.,False,
32,user_0_laptop_1,linked,Normal,0.0,1.0,0.9723,0.018,0.5655,False,Device is trust-compliant.,False,
33,user_0_laptop_1,linked,Normal,0.0,1.0,0.9829,0.018,0.5629,False,Device is trust-compliant.,False,
34,user_0_laptop_1,linked,Normal,0.0,1.0,0.9895,0.018,0.5613,False,Device is trust-compliant.,False,
35,user_0_laptop_1,linked,Normal,0.0,1.0,0.9319,0.018,0.5754,False,Device is trust-compliant.,False,
36,user_0_laptop_1,linked,Normal,0.0,1.0,0.9591,0.018,0.5688,False,Device is trust-compliant.,False,
37,user_0_laptop_1,linked,Normal,0.0,1.0,0.9605,0.018,0.5684,False,Device is trust-compliant.,False,
38,user_0_laptop_1,linked,Normal,0.0,1.0,0.9763,0.018,0.5646,False,Device is trust-compliant.,False,
39,user_0_laptop_1,linked,Normal,0.0,1.0,0.9854,0.018,0.5623,False,Device is trust-compliant.,False,
40,user_0_laptop_1,linked,Normal,0.0,1.0,0.991,0.018,0.5609,False,Device is trust-compliant.,False,
1,user_0_phone,primary,Idle,0.0756,0.9244,0.98,0.0707,0.0736,False,Device is trust-compliant.,False,
1,user_0_laptop_1,linked,Idle,0.1086,0.8914,0.98,0.0352,0.0793,False,Device is trust-compliant.,False,
1,silent_forgotten_tablet,linked,Idle,0.0383,0.9617,0.995,0.0494,0.0427,False,Device is trust-compliant.,False,
2,user_0_phone,primary,Normal,0.0,1.0,0.9687,0.018,0.5664,False,Device is trust-compliant.,False,
2,user_0_laptop_1,linked,Idle,0.0,1.0,0.9723,0.018,0.5655,False,Device is trust-compliant.,False,
2,silent_forgotten_tablet,linked,Idle,0.0429,0.9571,0.9902,0.0463,0.0443,False,Device is trust-compliant.,False,
3,user_0_phone,primary,Idle,0.0,1.0,0.9608,0.018,0.5684,False,Device is trust-compliant.,False,
3,user_0_laptop_1,linked,Idle,0.0,1.0,0.9829,0.018,0.5629,False,Device is trust-compliant.,False,
3,silent_forgotten_tablet,linked,Idle,0.0644,0.9356,0.9857,0.0336,0.0521,False,Device is trust-compliant.,False,
4,user_0_phone,primary,Idle,0.0,1.0,0.9553,0.018,0.5697,False,Device is trust-compliant.,False,
4,user_0_laptop_1,linked,Idle,0.0,1.0,0.9741,0.018,0.5651,False,Device is trust-compliant.,False,
4,silent_forgotten_tablet,linked,Idle,0.0472,0.9528,0.9815,0.0284,0.0397,False,Device is trust-compliant.,False,
5,user_0_phone,primary,Idle,0.0,1.0,0.9689,0.018,0.5664,False,Device is trust-compliant.,False,
5,user_0_laptop_1,linked,Idle,0.0,1.0,0.9686,0.018,0.5665,False,Device is trust-compliant.,False,
5,silent_forgotten_tablet,linked,Idle,0.0475,0.9525,0.9774,0.0338,0.042,True,Inactivity timer expired (Epoch Gap: 5 >= 5),True,5
6,user_0_phone,primary,Idle,0.0,1.0,0.961,0.018,0.5683,False,Device is trust-compliant.,False,
6,user_0_laptop_1,linked,Normal,0.0,1.0,0.9653,0.018,0.5673,False,Device is trust-compliant.,False,
7,user_0_phone,primary,Normal,0.0,1.0,0.9735,0.018,0.5653,False,Device is trust-compliant.,False,
7,user_0_laptop_1,linked,Normal,0.0,1.0,0.9632,0.018,0.5678,False,Device is trust-compliant.,False,
8,user_0_phone,primary,Normal,0.0,1.0,0.965,0.018,0.5673,False,Device is trust-compliant.,False,
8,user_0_laptop_1,linked,Normal,0.0,1.0,0.9619,0.018,0.5681,False,Device is trust-compliant.,False,
9,user_0_phone,primary,Normal,0.0,1.0,0.9082,0.018,0.5812,False,Device is trust-compliant.,False,
9,user_0_laptop_1,linked,Normal,0.0,1.0,0.9771,0.018,0.5644,False,Device is trust-compliant.,False,
10,user_0_phone,primary,Normal,0.0,1.0,0.9361,0.018,0.5744,False,Device is trust-compliant.,False,
10,user_0_laptop_1,linked,Normal,0.0,1.0,0.9863,0.018,0.5621,False,Device is trust-compliant.,False,
10,rogue_client_0,linked,Normal,0.1478,0.8522,1.0,0.1236,0.1393,False,Device is trust-compliant.,False,
11,user_0_phone,primary,Normal,0.0,1.0,0.9555,0.023,0.5721,False,Device is trust-compliant.,False,
11,user_0_laptop_1,linked,Normal,0.0,1.0,0.9768,0.018,0.5644,False,Device is trust-compliant.,False,
11,rogue_client_0,linked,Normal,0.0,1.0,1.0,1.0,0.9002,True,Behavioral anomaly detected (Risk: 0.90 >= 0.65),True,11
12,user_0_phone,primary,Normal,0.0,1.0,0.969,0.0655,0.5895,False,Device is trust-compliant.,False,
12,user_0_laptop_1,linked,Normal,0.0,1.0,0.9861,0.018,0.5622,False,Device is trust-compliant.,False,
13,user_0_phone,primary,Normal,0.0,1.0,0.9784,0.0678,0.5884,False,Device is trust-compliant.,False,
13,user_0_laptop_1,linked,Normal,0.0,1.0,0.9767,0.018,0.5645,False,Device is trust-compliant.,False,
14,user_0_phone,primary,Normal,0.0,1.0,0.985,0.0853,0.5952,False,Device is trust-compliant.,False,
14,user_0_laptop_1,linked,Normal,0.0,1.0,0.926,0.018,0.5769,False,Device is trust-compliant.,False,
15,user_0_phone,primary,Normal,0.0,1.0,0.9896,0.1022,0.6022,False,Device is trust-compliant.,False,
15,user_0_laptop_1,linked,Normal,0.0,1.0,0.9406,0.018,0.5733,False,Device is trust-compliant.,False,
16,user_0_phone,primary,Normal,0.0,1.0,0.9929,0.1152,0.6077,False,Device is trust-compliant.,False,
16,user_0_laptop_1,linked,Normal,0.0,1.0,0.9644,0.018,0.5675,False,Device is trust-compliant.,False,
17,user_0_phone,primary,Normal,0.0,1.0,0.9952,0.1934,0.6437,False,Device is trust-compliant.,False,
17,user_0_laptop_1,linked,Normal,0.0,1.0,0.9781,0.018,0.5641,False,Device is trust-compliant.,False,
18,user_0_phone,primary,Normal,0.0,1.0,0.9967,0.2043,0.6484,False,Device is trust-compliant.,False,
18,user_0_laptop_1,linked,Normal,0.0,1.0,0.9865,0.018,0.5621,False,Device is trust-compliant.,False,
19,user_0_phone,primary,Normal,0.0,1.0,0.9977,0.0922,0.5955,False,Device is trust-compliant.,False,
19,user_0_laptop_1,linked,Normal,0.0,1.0,0.9917,0.018,0.5608,False,Device is trust-compliant.,False,
20,user_0_phone,primary,Normal,0.0,1.0,0.981,0.1009,0.6037,False,Device is trust-compliant.,False,
20,user_0_laptop_1,linked,Normal,0.0,1.0,0.9795,0.018,0.5638,False,Device is trust-compliant.,False,
21,user_0_phone,primary,Normal,0.0,1.0,0.9871,0.9987,0.9012,True,Behavioral anomaly detected (Risk: 0.90 >= 0.65),True,21
21,user_0_laptop_1,linked,Normal,0.0003,0.9997,0.9876,0.018,0.5619,False,Device is trust-compliant.,False,
22,user_0_laptop_1,linked,Normal,0.0,1.0,0.9926,0.018,0.5606,False,Device is trust-compliant.,False,
23,user_0_laptop_1,linked,Normal,0.0,1.0,0.9356,0.018,0.5745,False,Device is trust-compliant.,False,
24,user_0_laptop_1,linked,Normal,0.0,1.0,0.9014,0.018,0.5829,False,Device is trust-compliant.,False,
25,user_0_laptop_1,linked,Normal,0.0,1.0,0.8808,0.018,0.5879,False,Device is trust-compliant.,False,
26,user_0_laptop_1,linked,Normal,0.0,1.0,0.9285,0.018,0.5763,False,Device is trust-compliant.,False,
27,user_0_laptop_1,linked,Normal,0.0,1.0,0.9571,0.018,0.5693,False,Device is trust-compliant.,False,
28,user_0_laptop_1,linked,Normal,0.0,1.0,0.9743,0.018,0.5651,False,Device is trust-compliant.,False,
29,user_0_laptop_1,linked,Normal,0.0,1.0,0.9846,0.018,0.5625,False,Device is trust-compliant.,False,
30,user_0_laptop_1,linked,Normal,0.0,1.0,0.9308,0.018,0.5757,False,Device is trust-compliant.,False,
31,user_0_laptop_1,linked,Normal,0.0,1.0,0.9435,0.018,0.5726,False,Device is trust-compliant.,False,
32,user_0_laptop_1,linked,Normal,0.0,1.0,0.9061,0.018,0.5817,False,Device is trust-compliant.,False,
33,user_0_laptop_1,linked,Normal,0.0,1.0,0.8837,0.018,0.5872,False,Device is trust-compliant.,False,
34,user_0_laptop_1,linked,Normal,0.0,1.0,0.9302,0.018,0.5759,False,Device is trust-compliant.,False,
35,user_0_laptop_1,linked,Normal,0.0,1.0,0.9431,0.018,0.5727,False,Device is trust-compliant.,False,
36,user_0_laptop_1,linked,Normal,0.0,1.0,0.9659,0.018,0.5671,False,Device is trust-compliant.,False,
37,user_0_laptop_1,linked,Normal,0.0,1.0,0.9795,0.018,0.5638,False,Device is trust-compliant.,False,
38,user_0_laptop_1,linked,Normal,0.0,1.0,0.9277,0.018,0.5765,False,Device is trust-compliant.,False,
39,user_0_laptop_1,linked,Normal,0.0,1.0,0.9566,0.018,0.5694,False,Device is trust-compliant.,False,
40,user_0_laptop_1,linked,Normal,0.0,1.0,0.974,0.018,0.5651,False,Device is trust-compliant.,False,
